"filename", "language", "TypeScript", "TypeScript JSX", "CSS", "JavaScript", "JSON with Comments", "JSON", "Markdown", "Docker", "XML", "YAML", "comment", "blank", "total"
"/Users/remy_mac/Desktop/Code/Spash/spash-front-debug/src/utils/drawing/foot/players/drawFootBboxPlayer.ts", "TypeScript", 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 80
"/Users/remy_mac/Desktop/Code/Spash/spash-front-debug/src/utils/drawing/foot/processFootMainLayer.ts", "TypeScript", 44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 45
"/Users/remy_mac/Desktop/Code/Spash/spash-front-debug/src/utils/drawing/padel/areas/drawAreas.ts", "TypeScript", 141, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 171
"/Users/remy_mac/Desktop/Code/Spash/spash-front-debug/src/utils/drawing/padel/ball/drawBallTrajectory.ts", "TypeScript", 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 72
"/Users/remy_mac/Desktop/Code/Spash/spash-front-debug/src/utils/drawing/padel/ball/drawBounces.ts", "TypeScript", 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 81
"/Users/remy_mac/Desktop/Code/Spash/spash-front-debug/src/utils/drawing/padel/ball/drawNextReboundPrediction.ts", "TypeScript", 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 34
"/Users/remy_mac/Desktop/Code/Spash/spash-front-debug/src/utils/drawing/padel/drawPadelElements.ts", "TypeScript", 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 72
"/Users/remy_mac/Desktop/Code/Spash/spash-front-debug/src/utils/drawing/padel/players/drawBboxPlayer.ts", "TypeScript", 74, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 91
"/Users/remy_mac/Desktop/Code/Spash/spash-front-debug/src/utils/drawing/padel/players/drawCumulativeDistances.ts", "TypeScript", 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 40
"/Users/remy_mac/Desktop/Code/Spash/spash-front-debug/src/utils/drawing/padel/players/drawHits.ts", "TypeScript", 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 87
"/Users/remy_mac/Desktop/Code/Spash/spash-front-debug/src/utils/drawing/padel/players/drawPlayerDistance.ts", "TypeScript", 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 41
"/Users/remy_mac/Desktop/Code/Spash/spash-front-debug/src/utils/drawing/padel/players/drawPlayerTrajectories.ts", "TypeScript", 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 69
